time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
45400,2025-02-16 08:07:34,31.1821310669616,121.471941187079,43.635172,,,81.435938301488,44.619424,0,3.04177503172,10.328248362,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236, -2.4, 2.5,0,0,1024,1024,1024,1063,0,0,0,6,255.7,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
45500,2025-02-16 08:07:35,31.1821309951198,121.471941177837,43.635172,,,81.435938301488,44.619424,0,3.01583671068,10.3546263156,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236, -2.3, 2.5,0,0,1024,1024,1024,1094,0,0,0,11,255.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
45600,2025-02-16 08:07:35,31.1821309721023,121.47194117498,43.635172,,,81.435938301488,44.619424,0,3.00752306212,10.3630580744,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236, -2.2, 2.6,0,0,1024,1024,1024,1119,0,0,0,14,255.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
45700,2025-02-16 08:07:35,31.1821308862573,121.471941099218,43.635172,,,81.435938301488,44.619424,0,2.97810705068,10.4023297292,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236.1, -2.2, 2.7,0,0,1024,1024,1024,1138,0,0,0,17,255.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
45800,2025-02-16 08:07:35,31.182130873768,121.471941127226,43.635172,,,81.435938301488,44.619424,0,2.9728675492,10.4121722492,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236.1, -2.3, 2.6,0,0,1024,1024,1024,1159,0,0,0,20,255.9,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
45900,2025-02-16 08:07:35,31.182130907303,121.471941137165,43.635172,,,81.435938301488,44.619424,0,2.984826211,10.4248034832,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236.1, -2.7, 2.7,0,0,1024,1024,1024,1199,0,0,0,27,256,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
46000,2025-02-16 08:07:35,31.1821309095179,121.471941167827,43.635172,,,81.435938301488,44.619424,0,2.98491479368,10.4344163444,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236.3, -2.9, 2.6,0,0,1024,1024,1024,1207,0,0,0,28,256.1,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
46100,2025-02-16 08:07:35,31.1821309271036,121.471941217543,43.635172,,,81.435938301488,44.619424,0,2.99021335028,10.4511814368,32,5,14.506,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236.4, -3, 2.5,0,0,1024,1024,1024,1207,0,0,0,28,256.4,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.294,78.8,81.435938301488,43.635172,6,P-GPS,
46200,2025-02-16 08:07:35,31.1821309200106,121.471941210067,43.635172,,,81.435938301488,44.619424,0,2.98779209036,10.4546919356,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,236.7, -2.9, 2.4,0,0,1024,1024,1024,1209,0,0,0,28,256.7,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46300,2025-02-16 08:07:35,31.1821308964619,121.471941286315,43.635172,,,81.435938301488,44.619424,0,2.97766741812,10.479987212,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,237, -2.8, 2.6,0,0,1024,1024,1024,1209,0,0,0,28,257,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46400,2025-02-16 08:07:35,31.1821308633623,121.471941277006,43.635172,,,81.435938301488,44.619424,0,2.96579405816,10.4923887872,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,237.3, -2.7, 2.8,0,0,1024,1024,1024,1171,0,0,0,22,257.3,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46500,2025-02-16 08:07:36,31.182130878602,121.471941302151,43.635172,,,81.435938301488,44.619424,0,2.97086295596,10.5020344568,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,237.6, -2.6, 2.7,0,0,1024,1024,1024,1171,0,0,0,22,257.6,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46600,2025-02-16 08:07:36,31.1821308520912,121.471941301851,43.635172,,,81.435938301488,44.619424,0,2.96121400552,10.5116801264,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,237.9, -2.8, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46700,2025-02-16 08:07:36,31.1821309017927,121.471941427996,43.635172,,,81.435938301488,44.619424,0,2.97722778556,10.5550528312,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238, -2.9, 2.6,0,0,1024,1024,1024,976,0,0,0,-7,257.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46800,2025-02-16 08:07:36,31.1821309149229,121.471941455649,43.635172,,,81.435938301488,44.619424,0,2.98162411116,10.5649281596,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238, -3.1, 2.5,0,0,1024,1024,1024,975,0,0,0,-7,257.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
46900,2025-02-16 08:07:36,31.1821309465806,121.471941462021,43.635172,,,81.435938301488,44.619424,0,2.9930775236,10.5766407584,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.1, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
47000,2025-02-16 08:07:36,31.1821309999787,121.471941487428,43.635172,,,81.435938301488,44.619424,0,3.01221794416,10.5976709428,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238, -3.2, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
47100,2025-02-16 08:07:36,31.1821310851011,121.471941435776,43.635172,,,81.435938301488,44.619424,0,3.04392726276,10.6326775056,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.3, 2,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.628,3.629,3.626,3.622,0,0,6.406,78.8,81.435938301488,43.635172,6,P-GPS,
47200,2025-02-16 08:07:36,31.1821311350692,121.471941470935,43.635172,,,81.435938301488,44.619424,0,3.06167332632,10.6539373488,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.4, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47300,2025-02-16 08:07:36,31.1821311792045,121.471941558812,43.635172,,,81.435938301488,44.619424,0,3.076771752,10.6857614968,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238, -3.7, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47400,2025-02-16 08:07:36,31.1821312031769,121.471941603616,43.635172,,,81.435938301488,44.619424,0,3.08510180476,10.7022313136,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.8, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47500,2025-02-16 08:07:37,31.1821311282279,121.471941570936,43.635172,,,81.435938301488,44.619424,0,3.05806112148,10.7314307896,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47600,2025-02-16 08:07:37,31.1821311177857,121.471941605157,43.635172,,,81.435938301488,44.619424,0,3.05394694812,10.742782496,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.9, 1.8,0,0,1024,1024,1024,1013,0,0,0,-2,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47700,2025-02-16 08:07:37,31.1821312040983,121.47194167491,43.635172,,,81.435938301488,44.947508,0,3.08491479688,10.7810698988,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -3.8, 2.2,0,0,1024,1024,1024,981,0,0,0,-7,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47800,2025-02-16 08:07:37,31.1821312261912,121.47194173253,43.635172,,,81.435938301488,44.619424,0,3.09267070264,10.8007549388,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -4, 1.9,0,0,1024,1024,1024,974,0,0,0,-8,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
47900,2025-02-16 08:07:37,31.182131388742,121.471941784896,43.635172,,,81.435938301488,44.619424,0,3.15179143944,10.8622706888,32,5,14.495,81.435938301488,43.635172,0.223694,3.1626641432,0,0,0,238.1, -4.3, 1.6,0,0,1024,1024,1024,954,0,0,0,-11,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
48000,2025-02-16 08:07:37,31.1821314657974,121.4719418262,43.635172,,,81.435938301488,44.619424,0,3.17981965556,10.89320901,32,5,14.495,81.435938301488,43.635172,0.223694,3.17981965556,0,0,0,238, -4.5, 1.3,0,0,1024,1024,1024,935,0,0,0,-13,257.8,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
48100,2025-02-16 08:07:37,31.1821315164515,121.471941845757,43.635172,,,81.435938301488,44.619424,0,3.19828094224,10.9126643912,32,5,14.495,81.435938301488,43.635172,0.223694,3.19828094224,0,0,0,238, -4.6, 1.2,0,0,1024,1024,1024,923,0,0,0,-15,257.7,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
48200,2025-02-16 08:07:37,31.1821315629522,121.471941853903,43.635172,,,81.435938301488,44.947508,0,3.2152396042,10.9298231844,32,5,14.495,81.435938301488,43.635172,0.223694,3.2152396042,0,0,0,238, -4.6, 1.2,0,0,1024,1024,1024,893,0,0,0,-20,257.7,-13.4,0,44,3.626,3.628,3.624,3.62,0,0,6.306,78.98,81.435938301488,43.635172,6,P-GPS,
48300,2025-02-16 08:07:37,31.182131487929,121.471941810208,43.635172,,,81.435938301488,44.947508,0,3.18792004952,10.9604006132,32,5,14.486,81.435938301488,43.635172,0.223694,3.2152396042,0,0,0,237.9, -4.5, 1.1,0,0,1024,1024,1024,872,0,0,0,-23,257.6,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
48400,2025-02-16 08:07:37,31.1821315430021,121.471941807104,43.635172,,,81.435938301488,44.947508,0,3.20801847536,10.9805449708,32,5,14.486,81.435938301488,43.635172,0.223694,3.2152396042,0,0,0,237.9, -4.4, 1.1,0,0,1024,1024,1024,872,0,0,0,-23,257.5,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
48500,2025-02-16 08:07:38,31.1821315877578,121.471941812625,43.635172,,,81.435938301488,44.947508,0,3.22433737352,10.9969491708,32,5,14.486,81.435938301488,43.635172,0.223694,3.22433737352,0,0,0,237.8, -4.4, 1,0,0,1024,1024,1024,851,0,0,0,-26,257.4,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
48600,2025-02-16 08:07:38,31.182131614703,121.471941819698,43.635172,,,81.435938301488,44.947508,0,3.23415692764,11.0070213496,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,237.6, -4.3, 1,0,0,1024,1024,1024,809,0,0,0,-33,257.1,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
48700,2025-02-16 08:07:38,31.1821315558538,121.471941718044,43.635172,,,81.435938301488,44.947508,0,3.21300207132,11.0453415608,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,237.3, -4.2, 1,0,0,1024,1024,1024,773,0,0,0,-38,256.8,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
48800,2025-02-16 08:07:38,31.182131598201,121.47194169807,43.635172,,,81.435938301488,44.947508,0,3.22854669124,11.062008228,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,237, -4.2, 0.9,0,0,1024,1024,1024,765,0,0,0,-39,256.4,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
48900,2025-02-16 08:07:38,31.1821315801293,121.471941654654,43.635172,,,81.435938301488,44.947508,0.223694,3.2222113892,11.0770672836,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,-0.223694,0,236.5, -4.3, 0.7,0,0,1024,1024,1024,756,0,0,0,-41,255.8,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
49000,2025-02-16 08:07:38,31.1821316032393,121.471941634647,43.635172,,,81.435938301488,44.947508,0.223694,3.23077766244,11.0875659716,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,-0.223694,0,235.9, -4.2, 0.7,0,0,1024,1024,1024,751,0,0,0,-41,255.1,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
49100,2025-02-16 08:07:38,31.1821315743803,121.471941542436,43.635172,,,81.435938301488,44.947508,0.223694,3.22104012932,11.1182090172,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,-0.223694,0,235.3, -4.1, 0.6,0,0,1024,1024,1024,748,0,0,0,-42,254.4,-13.4,0,44,3.622,3.624,3.621,3.619,0,0,6.38,78.98,81.435938301488,43.635172,6,P-GPS,
49200,2025-02-16 08:07:38,31.1821315861224,121.471941510334,43.635172,,,81.435938301488,44.947508,0.223694,3.2256562712,11.129101406,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,-0.223694,0,234.5, -4, 0.3,0,0,1024,1024,1024,743,0,0,0,-43,253.7,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49300,2025-02-16 08:07:38,31.1821314594107,121.471941438137,43.635172,,,81.435938301488,44.947508,0.223694,3.1803314666,11.1805449772,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,-0.223694,0,233.8, -3.8, 0.5,0,0,1024,1024,1024,736,0,0,0,-44,252.9,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49400,2025-02-16 08:07:38,31.1821314448269,121.471941405892,43.635172,,,81.435938301488,44.947508,0,3.1754594192,11.191929492,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,233, -3.6, 0.8,0,0,1024,1024,1024,732,0,0,0,-44,252.1,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49500,2025-02-16 08:07:39,31.1821313005069,121.47194133787,43.635172,,,81.435938301488,44.947508,0,3.12392070364,11.248688024,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,232.2, -3.5, 1.1,0,0,1024,1024,1024,732,0,0,0,-44,251.3,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49600,2025-02-16 08:07:39,31.1821312502205,121.471941319267,43.635172,,,81.435938301488,44.947508,0,3.10591545372,11.2679465548,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,231.4, -3.3, 1.4,0,0,1024,1024,1024,732,0,0,0,-44,250.4,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49700,2025-02-16 08:07:39,31.1821310930768,121.471941232445,43.635172,,,81.435938301488,44.947508,0,3.05032161992,11.331365192,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,230.5, -3.2, 1.6,0,0,1024,1024,1024,733,0,0,0,-44,249.5,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49800,2025-02-16 08:07:39,31.1821310365597,121.471941202086,43.635172,,,81.435938301488,44.947508,0,3.03038395524,11.3540357964,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,229.6, -3.2, 1.5,0,0,1024,1024,1024,733,0,0,0,-44,248.7,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
49900,2025-02-16 08:07:39,31.1821309957704,121.471941207369,43.635172,,,81.435938301488,44.947508,0,3.01542660568,11.3690292352,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,228.8, -3.2, 1.7,0,0,1024,1024,1024,734,0,0,0,-44,247.8,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50000,2025-02-16 08:07:39,31.1821309272767,121.471941185199,43.635172,,,81.435938301488,44.947508,0,2.99098106684,11.3949478712,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,227.9, -3.1, 1.9,0,0,1024,1024,1024,733,0,0,0,-44,246.9,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50100,2025-02-16 08:07:39,31.182130784948,121.471941112863,43.635172,,,81.435938301488,44.947508,0,2.94091872928,11.4515751696,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,227, -2.9, 2,0,0,1024,1024,1024,733,0,0,0,-44,246.1,-13.4,0,44,3.623,3.623,3.62,3.618,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50200,2025-02-16 08:07:39,31.1821306984429,121.471941105117,43.635172,,,81.435938301488,44.947508,0,2.90965888576,11.4832352756,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,226.2, -2.8, 2.2,0,0,1024,1024,1024,734,0,0,0,-44,245.2,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50300,2025-02-16 08:07:39,31.1821305838712,121.471941132544,43.635172,,,81.435938301488,44.947508,0,2.86729996052,11.5258861956,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,225.3, -2.8, 2.4,0,0,1024,1024,1024,739,0,0,0,-43,244.4,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50400,2025-02-16 08:07:39,31.1821304998401,121.471941146006,43.635172,,,81.435938301488,44.947508,0,2.83640429024,11.5568573252,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,224.5, -2.9, 2.5,0,0,1024,1024,1024,744,0,0,0,-42,243.5,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50500,2025-02-16 08:07:40,31.182130399621,121.471941226237,43.635172,,,81.435938301488,44.947508,0,2.79804470896,11.6011814736,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,223.6, -2.9, 2.7,0,0,1024,1024,1024,749,0,0,0,-42,242.7,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50600,2025-02-16 08:07:40,31.1821303404772,121.471941233405,43.635172,,,81.435938301488,44.947508,0,2.7763616374,11.622867826,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,222.8, -2.9, 2.8,0,0,1024,1024,1024,755,0,0,0,-41,241.9,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50700,2025-02-16 08:07:40,31.1821302422913,121.471941305393,43.635172,,,81.435938301488,44.947508,0,2.739091295,11.6651578536,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,222, -2.8, 2.7,0,0,1024,1024,1024,755,0,0,0,-41,241.2,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50800,2025-02-16 08:07:40,31.1821301741976,121.471941322801,43.635172,,,81.435938301488,44.619424,0,2.71395021808,11.6905843636,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,221.3, -2.8, 3,0,0,1024,1024,1024,755,0,0,0,-41,240.5,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
50900,2025-02-16 08:07:40,31.1821300336591,121.471941313279,43.635172,,,81.435938301488,44.619424,0,2.66297252616,11.7419295096,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,220.6, -2.7, 3,0,0,1024,1024,1024,768,0,0,0,-39,239.8,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
51000,2025-02-16 08:07:40,31.1821299525966,121.471941355361,43.635172,,,81.435938301488,44.619424,0,2.63262475616,11.7743114004,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,219.9, -2.4, 3.2,0,0,1024,1024,1024,824,0,0,0,-30,239.1,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
51100,2025-02-16 08:07:40,31.1821299264835,121.471941441862,43.635172,,,81.435938301488,44.619424,0,2.62159785292,11.8029203252,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,219.3, -2.1, 3.3,0,0,1024,1024,1024,895,0,0,0,-20,238.6,-13.4,0,44,3.624,3.624,3.623,3.62,0,0,6.421,79.16,81.435938301488,43.635172,6,P-GPS,
51200,2025-02-16 08:07:40,31.1821298487154,121.471941506627,43.635172,,,81.435938301488,44.619424,0,2.59229339004,11.837762846,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.9, -2, 3.6,0,0,1024,1024,1024,977,0,0,0,-7,238.4,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51300,2025-02-16 08:07:40,31.1821298351627,121.471941495541,43.635172,,,81.435938301488,44.619424,0,2.58750992532,11.8437995916,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.7, -1.9, 3.7,0,0,1024,1024,1024,1018,0,0,0,-1,238.3,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51400,2025-02-16 08:07:40,31.1821297354038,121.471941588477,43.635172,,,81.435938301488,44.619424,0,2.5499836774,11.8903547112,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.6, -1.9, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,238.2,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51500,2025-02-16 08:07:41,31.1821296976734,121.471941492038,43.635172,,,81.435938301488,44.619424,0,2.5374508686,11.9234583868,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.6, -2, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,238.2,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51600,2025-02-16 08:07:41,31.1821296165496,121.471941546856,43.635172,,,81.435938301488,44.619424,0,2.507135907,11.9576447396,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.6, -2.1, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,238.2,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51700,2025-02-16 08:07:41,31.1821296819681,121.471941401373,43.635172,,,81.435938301488,44.619424,0,2.53320546164,12.0089242688,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.5, -2.2, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,238.2,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51800,2025-02-16 08:07:41,31.1821296470483,121.471941404767,43.635172,,,81.435938301488,44.619424,0,2.52042658984,12.0217195448,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.5, -2.2, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,238.2,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
51900,2025-02-16 08:07:41,31.1821297240262,121.471941340603,43.635172,,,81.435938301488,44.619424,0,2.5496884018,12.0562339816,32,5,14.486,81.435938301488,43.635172,0.223694,3.23415692764,0,0,0,218.5, -2.1, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,238.2,-13.4,0,44,3.623,3.623,3.621,3.616,0,0,6.291,79.16,81.435938301488,43.635172,6,P-GPS,
